,zfygpa,zgpa,DOB_yr,isPartTime,sex,race,cluster_tier,family_income,lsat,ugpa,pass_bar,weighted_lsat_ugpa
289,0.69,0.19,69.0,No,Male,White,3.0,4.0,38.0,3.2,Failed_or_not_attempted,762.105244
290,-0.35,0.0,69.0,No,Male,White,4.0,4.0,38.0,3.1,Failed_or_not_attempted,752.105244
291,-0.44,-0.77,69.0,No,Male,Other,3.0,5.0,23.0,3.1,Passed,515.263149
292,2.15,1.84,69.0,No,Male,White,3.0,3.0,40.0,3.3,Passed,803.68419
293,-0.94,-1.32,69.0,No,Male,White,3.0,3.0,36.0,3.0,Passed,710.526298
294,0.0,0.0,68.0,No,Female,White,6.0,4.0,48.0,3.7,Passed,969.999974
295,1.04,0.97,68.0,No,Female,White,3.0,3.0,37.0,3.3,Passed,756.3157709999999
296,-0.86,-1.43,67.0,No,Male,White,6.0,4.0,30.0,2.9,Passed,605.78946
297,-1.23,-1.72,60.0,Yes,Female,Black,4.0,1.0,27.0,2.6,Failed_or_not_attempted,528.4210410000001
298,-1.42,-1.77,68.0,No,Female,Black,4.0,3.0,23.0,2.6,Passed,465.263149
299,0.35,0.94,64.0,No,Male,White,5.0,3.0,38.0,2.7,Passed,712.105244
300,2.23,2.14,68.0,No,Female,White,2.0,4.0,45.0,3.1,Passed,862.6315549999999
301,-0.44,-1.36,67.0,No,Female,White,3.0,4.0,40.0,2.6,Passed,733.6841900000001
302,-0.45,-0.4,69.0,No,Male,White,4.0,4.0,40.0,3.6,Passed,833.6841900000001
303,0.4,0.3,69.0,No,Male,White,4.0,3.0,40.0,3.6,Passed,833.6841900000001
304,1.75,1.94,67.0,Yes,Male,White,3.0,4.0,38.0,2.6,Passed,702.105244
305,-0.69,-0.51,67.0,No,Female,White,6.0,4.0,39.5,3.6,Passed,825.7894535
306,1.54,0.0,69.0,No,Male,White,6.0,4.0,40.0,3.8,Passed,853.68419
307,-0.83,-0.17,68.0,No,Female,White,5.0,3.0,33.5,3.2,Passed,691.0526155
308,0.08,0.02,69.0,No,Male,White,3.0,4.0,42.0,3.2,Passed,825.263136
309,0.54,0.74,69.0,No,Male,White,3.0,4.0,30.0,3.2,Passed,635.78946
310,1.21,1.07,68.0,No,Male,White,2.0,2.0,35.0,3.2,Passed,714.736825
311,0.86,1.05,66.0,No,Male,White,4.0,3.0,42.0,3.4,Passed,845.2631359999999
312,1.5,1.22,68.0,No,Male,White,4.0,3.0,42.0,4.0,Passed,905.263136
314,1.06,0.96,68.0,No,Female,White,5.0,3.0,41.0,2.9,Passed,779.473663
315,0.61,1.24,64.0,No,Male,White,6.0,4.0,41.0,3.9,Passed,879.473663
316,-0.89,-0.97,69.0,No,Male,White,4.0,4.0,39.0,3.4,Passed,797.8947169999999
317,0.86,0.78,62.0,No,Female,White,4.0,3.0,40.0,3.3,Passed,803.68419
318,-1.32,-1.51,69.0,No,Female,White,3.0,3.0,30.0,3.5,Passed,665.78946
320,-0.06,0.27,69.0,No,Female,White,6.0,4.0,37.0,3.4,Passed,766.3157709999999
321,1.77,1.91,69.0,No,Male,Other,5.0,2.0,36.0,3.9,Passed,800.526298
323,0.0,0.0,69.0,No,Female,Other,3.0,3.0,26.0,3.3,Failed_or_not_attempted,582.631568
324,0.0,0.0,69.0,No,Male,White,6.0,5.0,47.0,3.7,Passed,954.210501
325,-0.12,-0.06,66.0,No,Female,White,4.0,3.0,36.0,3.5,Passed,760.526298
326,-0.47,-0.65,67.0,No,Male,White,3.0,3.0,33.0,2.9,Passed,653.157879
327,0.55,0.46,68.0,No,Female,White,3.0,3.0,38.0,3.5,Passed,792.105244
328,-1.99,-2.03,69.0,No,Male,Other,6.0,1.0,31.0,3.1,Passed,641.578933
329,0.69,1.01,66.0,No,Male,White,5.0,1.0,46.0,3.6,Passed,928.421028
330,0.0,0.0,69.0,No,Male,White,3.0,4.0,38.0,3.3,Failed_or_not_attempted,772.105244
331,0.0,0.0,61.0,No,Female,White,4.0,4.0,37.0,3.8,Failed_or_not_attempted,806.3157709999999
332,0.2,-0.14,66.0,No,Male,White,4.0,4.0,37.0,2.9,Passed,716.3157709999999
333,-0.93,0.0,67.0,Yes,Male,White,3.0,4.0,36.0,3.6,Failed_or_not_attempted,770.526298
334,-0.75,-0.78,61.0,No,Female,White,3.0,4.0,29.0,2.5,Failed_or_not_attempted,549.9999869999999
335,-1.53,-1.49,69.0,No,Male,Black,6.0,2.0,40.0,3.4,Passed,813.68419
336,1.26,0.98,68.0,No,Male,White,3.0,4.0,35.0,3.5,Passed,744.736825
337,0.92,0.62,63.0,No,Female,White,3.0,5.0,37.0,2.9,Passed,716.3157709999999
338,-1.12,0.0,68.0,No,Male,Other,6.0,2.0,42.0,3.4,Passed,845.2631359999999
339,1.36,1.5,68.0,No,Female,White,5.0,3.0,44.0,3.8,Passed,916.842082
340,1.4,0.91,67.0,No,Female,White,3.0,3.0,40.0,3.6,Passed,833.6841900000001
341,2.45,2.8,46.0,No,Female,White,6.0,2.0,43.0,3.6,Passed,881.052609
342,0.17,0.08,69.0,No,Male,White,4.0,4.0,36.0,3.2,Passed,730.526298
343,0.6,0.3,64.0,No,Female,Black,6.0,2.0,36.0,3.9,Passed,800.526298
344,0.64,0.45,62.0,No,Female,White,4.0,3.0,37.0,3.8,Passed,806.3157709999999
345,0.59,0.75,56.0,No,Female,White,4.0,3.0,37.0,3.7,Passed,796.315771
346,0.61,0.47,62.0,No,Female,White,3.0,3.0,42.0,3.9,Passed,895.2631359999999
347,1.26,1.57,69.0,No,Male,White,6.0,3.0,44.0,3.6,Passed,896.842082
348,-0.05,0.4,68.0,No,Female,White,4.0,4.0,40.0,3.7,Passed,843.6841900000001
349,0.61,0.7,66.0,No,Female,White,2.0,3.0,31.0,3.5,Passed,681.578933
350,-0.9,-0.09,53.0,No,Female,White,4.0,3.0,39.0,3.0,Passed,757.8947169999999
351,-0.58,0.0,67.0,No,Male,Black,1.0,4.0,21.0,2.9,Failed_or_not_attempted,463.68420299999997
352,0.43,0.41,69.0,No,Female,White,4.0,4.0,41.0,3.8,Passed,869.473663
353,-0.58,0.0,69.0,No,Male,White,6.0,4.0,44.0,4.0,Failed_or_not_attempted,936.842082
354,-1.96,-0.76,65.0,No,Male,White,5.0,3.0,35.0,3.4,Passed,734.736825
355,-0.1,0.0,69.0,No,Male,White,3.0,4.0,42.0,3.2,Passed,825.263136
356,-0.94,-0.91,64.0,No,Male,White,3.0,4.0,38.0,2.2,Passed,662.105244
357,1.39,1.13,69.0,No,Male,White,4.0,4.0,39.5,2.9,Passed,755.7894534999999
358,2.23,2.18,66.0,No,Female,Black,1.0,3.0,28.0,3.1,Passed,594.210514
359,-0.72,-1.1,69.0,No,Female,White,4.0,4.0,37.0,3.1,Passed,736.315771
360,-1.01,-0.86,67.0,No,Female,Other,5.0,3.0,31.0,3.1,Failed_or_not_attempted,641.578933
361,-0.77,-1.55,68.0,No,Male,White,3.0,5.0,37.0,2.5,Passed,676.315771
362,0.5,-0.04,69.0,No,Male,White,6.0,4.0,47.0,3.8,Passed,964.210501
363,0.53,0.58,63.0,No,Male,White,3.0,4.0,36.0,3.3,Passed,740.526298
364,0.54,0.38,64.0,No,Male,White,5.0,2.0,42.0,3.8,Passed,885.2631359999999
367,0.25,0.19,67.0,No,Female,White,6.0,4.0,45.0,3.6,Passed,912.6315549999999
368,-0.93,-1.04,65.0,No,Male,White,3.0,3.0,40.0,2.5,Passed,723.68419
369,-0.58,-1.87,67.0,No,Male,Other,4.0,3.0,38.0,2.9,Passed,732.105244
370,-0.39,-0.18,69.0,No,Male,White,6.0,5.0,44.0,3.8,Passed,916.842082
371,-1.43,0.0,52.0,Yes,Female,White,4.0,2.0,43.0,3.2,Failed_or_not_attempted,841.052609
372,-1.27,-1.48,67.0,No,Female,White,2.0,3.0,34.0,3.0,Passed,678.9473519999999
373,0.0,0.0,59.0,No,Male,White,2.0,1.0,30.0,3.3,Failed_or_not_attempted,645.78946
374,-1.7,0.0,59.0,No,Male,White,2.0,1.0,27.0,3.9,Failed_or_not_attempted,658.421041
375,0.79,0.88,68.0,No,Female,White,4.0,3.0,37.0,4.0,Passed,826.315771
376,-0.6,-0.37,69.0,No,Male,White,6.0,4.0,47.0,3.5,Passed,934.210501
377,-0.02,0.03,66.0,No,Male,Other,1.0,4.0,30.7,1.9,Failed_or_not_attempted,516.8420911
378,-0.43,-0.92,66.0,No,Female,White,5.0,4.0,40.5,3.1,Passed,791.5789265
379,0.19,-0.46,68.0,No,Male,White,4.0,3.0,41.0,3.9,Passed,879.473663
380,0.53,-0.11,69.0,No,Female,White,3.0,4.0,40.0,3.5,Passed,823.68419
381,1.57,1.01,68.0,No,Female,White,4.0,3.0,41.0,3.4,Passed,829.473663
382,0.0,0.0,68.0,No,Female,White,4.0,2.0,39.0,3.9,Failed_or_not_attempted,847.8947169999999
383,-1.57,-1.58,69.0,No,Female,Black,4.0,5.0,26.0,3.0,Failed_or_not_attempted,552.631568
384,-1.62,-1.66,58.0,Yes,Female,White,3.0,4.0,31.5,3.3,Passed,669.4736694999999
385,0.0,0.0,66.0,No,Male,White,2.0,4.0,32.0,3.1,Failed_or_not_attempted,657.368406
386,-0.31,-1.77,64.0,No,Female,White,4.0,3.0,39.0,3.6,Passed,817.894717
387,0.3,0.23,68.0,No,Female,White,2.0,3.0,30.0,3.5,Passed,665.78946
388,1.75,3.15,51.0,No,Male,White,3.0,3.0,34.0,3.5,Passed,728.9473519999999
389,0.55,1.02,69.0,No,Female,White,5.0,4.0,44.0,3.7,Passed,906.842082
390,-0.18,0.0,63.0,No,Female,White,4.0,3.0,43.0,3.7,Failed_or_not_attempted,891.052609
391,-0.81,-0.07,56.0,No,Male,White,4.0,3.0,39.0,3.5,Passed,807.8947169999999
392,1.26,0.37,70.0,No,Male,White,6.0,3.0,48.0,3.5,Passed,949.999974
393,-0.11,-0.22,68.0,No,Female,Other,4.0,3.0,42.0,3.3,Passed,835.2631359999999
394,0.05,0.0,58.0,No,Male,White,2.0,4.0,29.0,2.8,Failed_or_not_attempted,579.9999869999999
395,0.94,1.12,68.0,No,Male,White,2.0,3.0,32.5,2.8,Passed,635.2631425
396,0.32,0.27,68.0,No,Male,White,4.0,4.0,47.0,3.4,Passed,924.210501
397,0.44,1.31,63.0,No,Male,White,5.0,3.0,44.0,3.9,Passed,926.842082
398,-0.99,-0.91,68.0,No,Male,White,2.0,5.0,34.0,2.5,Passed,628.9473519999999
399,-1.03,-0.99,53.0,No,Female,White,4.0,3.0,30.0,3.2,Passed,635.78946
400,0.23,-0.53,68.0,No,Male,White,4.0,1.0,37.0,3.5,Passed,776.315771
401,-0.47,0.01,69.0,No,Female,Black,3.0,2.0,34.0,3.0,Passed,678.9473519999999
402,-1.46,-1.34,49.0,Yes,Male,Other,3.0,2.0,31.0,3.0,Failed_or_not_attempted,631.578933
403,1.49,1.7,56.0,Yes,Female,White,3.0,2.0,38.0,3.2,Passed,762.105244
404,-0.5,-1.41,69.0,No,Female,White,3.0,4.0,34.0,3.0,Failed_or_not_attempted,678.9473519999999
405,0.03,0.0,65.0,No,Female,White,3.0,2.0,30.0,3.7,Failed_or_not_attempted,685.78946
406,0.16,-0.35,62.0,No,Male,Other,5.0,4.0,41.0,3.6,Passed,849.473663
407,-0.52,-0.85,65.0,No,Female,White,6.0,4.0,36.5,3.3,Passed,748.4210344999999
408,-1.29,-1.06,69.0,No,Female,White,6.0,3.0,47.0,3.4,Passed,924.210501
409,0.19,0.45,69.0,No,Female,White,4.0,2.0,39.0,3.5,Passed,807.8947169999999
410,0.56,-0.03,69.0,No,Male,White,3.0,4.0,41.0,2.9,Passed,779.473663
411,0.51,0.62,67.0,No,Female,White,3.0,3.0,40.0,2.9,Passed,763.68419
412,0.76,0.46,58.0,No,Female,White,4.0,4.0,38.0,3.9,Passed,832.105244
413,1.2,-0.55,59.0,No,Male,White,5.0,2.0,44.0,3.8,Failed_or_not_attempted,916.842082
414,0.11,0.01,66.0,No,Female,Other,1.0,4.0,36.0,2.7,Passed,680.526298
415,-0.54,-0.44,69.0,No,Male,White,4.0,3.0,38.0,3.3,Passed,772.105244
416,0.73,0.28,68.0,No,Male,White,5.0,5.0,46.0,3.4,Passed,908.421028
417,0.03,-0.15,68.0,No,Male,White,3.0,4.0,36.0,2.5,Passed,660.526298
418,0.96,0.91,68.0,No,Male,White,3.0,4.0,30.5,3.1,Passed,633.6841965
419,-0.68,0.0,65.0,No,Female,Other,3.0,3.0,39.0,3.4,Passed,797.8947169999999
420,0.75,0.47,67.0,No,Male,White,3.0,3.0,34.0,3.2,Passed,698.947352
421,1.6,1.49,69.0,No,Female,White,4.0,3.0,41.0,3.8,Passed,869.473663
422,-0.99,-0.1,67.0,No,Female,White,5.0,4.0,43.0,3.6,Passed,881.052609
423,-1.31,-0.84,68.0,No,Male,Other,4.0,2.0,33.0,3.1,Passed,673.157879
424,1.06,1.32,69.0,No,Male,White,4.0,4.0,39.0,3.3,Passed,787.8947169999999
425,-0.7,-0.67,68.0,No,Female,White,2.0,4.0,34.0,2.6,Passed,638.947352
426,-1.27,-0.53,68.0,No,Female,Other,2.0,1.0,28.0,3.1,Passed,594.210514
427,0.43,0.33,48.0,No,Female,White,5.0,4.0,46.0,3.9,Passed,958.421028
428,-0.1,-0.14,69.0,No,Female,White,3.0,3.0,37.0,3.4,Passed,766.3157709999999
429,-1.26,-1.27,62.0,No,Male,Other,3.0,3.0,27.0,2.3,Passed,498.421041
430,0.17,0.54,69.0,No,Male,White,6.0,5.0,35.0,3.7,Passed,764.736825
431,-1.0,0.0,54.0,No,Female,White,6.0,3.0,41.0,3.4,Passed,829.473663
432,-1.23,-1.41,69.0,No,Female,Other,5.0,4.0,35.0,3.0,Passed,694.736825
433,-1.38,-1.43,56.0,No,Female,White,4.0,2.0,18.0,3.9,Failed_or_not_attempted,516.315784
434,0.35,0.26,67.0,No,Male,White,5.0,4.0,35.0,3.2,Passed,714.736825
435,-0.12,-0.67,67.0,No,Female,White,3.0,5.0,26.5,2.8,Passed,540.5263044999999
436,-0.57,0.0,67.0,No,Female,White,4.0,3.0,36.0,3.1,Failed_or_not_attempted,720.526298
437,-0.41,-0.8,69.0,No,Male,White,4.0,4.0,40.0,2.9,Passed,763.68419
438,1.16,1.25,69.0,No,Female,White,3.0,4.0,39.0,3.3,Passed,787.8947169999999
439,-1.82,-2.27,54.0,Yes,Male,White,4.0,3.0,28.0,3.1,Failed_or_not_attempted,594.210514
440,-1.28,-1.44,59.0,No,Male,Black,1.0,3.0,22.5,2.9,Passed,487.3684125
441,0.33,-1.01,69.0,No,Male,Other,5.0,4.0,34.0,3.3,Failed_or_not_attempted,708.9473519999999
442,0.54,-0.49,68.0,No,Male,White,4.0,3.0,39.0,3.9,Passed,847.8947169999999
443,0.89,0.29,69.0,No,Male,White,5.0,4.0,44.0,3.8,Passed,916.842082
444,-0.48,-0.76,69.0,No,Female,White,3.0,3.0,33.0,3.5,Passed,713.157879
445,-1.84,-1.33,69.0,No,Female,Other,5.0,2.0,38.0,2.8,Passed,722.105244
446,0.75,0.91,67.0,No,Male,White,5.0,3.0,39.0,3.6,Passed,817.894717
447,1.55,1.67,63.0,No,Female,White,3.0,4.0,48.0,3.2,Passed,919.999974
448,-0.89,0.0,67.0,Yes,Female,Black,3.0,4.0,31.0,2.7,Failed_or_not_attempted,601.578933
449,-0.4,-1.11,68.0,No,Male,White,4.0,3.0,38.0,2.8,Failed_or_not_attempted,722.105244
450,-0.21,-0.46,66.0,No,Male,White,6.0,4.0,46.0,3.0,Passed,868.421028
451,0.19,-0.11,55.0,No,Female,White,4.0,3.0,40.0,3.1,Passed,783.6841900000001
452,1.41,1.97,69.0,No,Female,White,5.0,5.0,39.0,3.3,Passed,787.8947169999999
453,-1.25,0.0,62.0,Yes,Male,Other,3.0,3.0,35.0,2.8,Failed_or_not_attempted,674.736825
454,0.79,0.77,68.0,No,Female,White,4.0,4.0,41.0,3.6,Passed,849.473663
455,-0.57,-0.04,69.0,No,Female,White,5.0,2.0,43.0,3.9,Passed,911.052609
456,0.29,0.03,67.0,No,Male,White,4.0,3.0,36.0,3.3,Passed,740.526298
457,0.44,0.03,62.0,Yes,Female,White,3.0,5.0,33.0,2.8,Passed,643.157879
458,0.5,1.19,67.0,No,Female,White,3.0,3.0,34.0,3.0,Failed_or_not_attempted,678.9473519999999
459,0.0,0.0,55.0,No,Male,White,6.0,4.0,45.0,3.6,Passed,912.6315549999999
460,1.1,0.47,69.0,No,Male,White,2.0,3.0,31.0,2.8,Passed,611.578933
461,0.23,0.62,67.0,No,Male,White,4.0,4.0,45.0,3.5,Passed,902.6315549999999
462,0.93,0.87,68.0,No,Male,White,6.0,5.0,43.0,3.6,Passed,881.052609
463,0.9,1.1,69.0,No,Male,White,6.0,4.0,41.0,3.7,Passed,859.473663
464,-0.43,-0.39,68.0,No,Female,White,5.0,3.0,41.0,3.6,Passed,849.473663
465,0.09,0.22,69.0,No,Male,White,5.0,4.0,47.0,3.8,Passed,964.210501
466,-0.28,-0.06,69.0,No,Male,Other,2.0,4.0,29.0,3.0,Passed,599.9999869999999
467,0.81,0.74,69.0,No,Male,White,4.0,3.0,37.0,3.6,Passed,786.315771
468,1.59,2.37,68.0,No,Female,White,1.0,2.0,34.0,2.7,Passed,648.947352
469,-0.35,0.11,69.0,No,Male,White,6.0,4.0,42.0,3.7,Passed,875.263136
470,-1.92,0.0,70.0,No,Female,Black,4.0,2.0,35.0,2.7,Failed_or_not_attempted,664.736825
471,-1.22,0.0,64.0,No,Male,Other,4.0,1.0,33.0,3.5,Failed_or_not_attempted,713.157879
472,0.29,-0.63,64.0,No,Male,Other,4.0,4.0,37.0,3.6,Passed,786.315771
473,0.0,0.67,60.0,No,Female,White,5.0,4.0,34.0,3.4,Failed_or_not_attempted,718.9473519999999
474,1.0,0.19,69.0,No,Female,White,4.0,4.0,39.0,3.4,Passed,797.8947169999999
475,-1.5,-2.11,67.0,Yes,Female,Other,3.0,2.0,31.0,2.5,Failed_or_not_attempted,581.578933
476,0.66,0.59,68.0,No,Male,White,4.0,4.0,38.0,3.2,Passed,762.105244
477,1.54,1.22,65.0,No,Female,White,3.0,4.0,36.0,3.5,Passed,760.526298
478,-1.48,-1.65,69.0,No,Female,White,3.0,4.0,32.0,3.2,Passed,667.368406
479,-0.2,-0.63,68.0,No,Female,White,3.0,3.0,34.5,3.0,Passed,686.8420885
480,1.28,0.76,69.0,No,Male,White,3.0,4.0,34.0,3.0,Passed,678.9473519999999
481,2.65,1.73,67.0,No,Male,White,5.0,4.0,44.0,3.5,Passed,886.842082
482,0.63,0.68,65.0,No,Male,White,6.0,2.0,42.0,3.9,Failed_or_not_attempted,895.2631359999999
483,-1.38,-1.32,68.0,No,Female,White,4.0,3.0,30.0,3.2,Failed_or_not_attempted,635.78946
484,-1.99,-2.17,69.0,No,Male,White,3.0,4.0,30.5,3.5,Passed,673.6841965
485,0.59,0.92,59.0,Yes,Male,White,4.0,3.0,45.0,2.3,Passed,782.6315549999999
486,1.1,0.93,69.0,No,Male,White,6.0,3.0,42.0,3.7,Passed,875.263136
487,-1.57,0.0,64.0,No,Male,Black,4.0,2.0,26.0,3.2,Failed_or_not_attempted,572.631568
488,-1.51,-0.31,69.0,No,Female,White,3.0,4.0,38.0,2.9,Passed,732.105244
489,1.59,1.55,70.0,No,Male,White,4.0,2.0,39.0,4.0,Passed,857.8947169999999
490,2.17,2.27,55.0,No,Male,White,4.0,3.0,40.0,3.5,Passed,823.68419
491,1.9,1.74,68.0,No,Female,White,5.0,4.0,35.0,4.0,Passed,794.736825
492,0.4,0.87,69.0,No,Female,White,5.0,4.0,48.0,3.5,Passed,949.999974
493,0.01,-0.15,64.0,Yes,Female,Other,5.0,4.0,35.0,3.3,Passed,724.736825
494,0.33,-0.18,69.0,No,Male,White,5.0,3.0,41.0,3.6,Passed,849.473663
495,1.18,1.74,57.0,No,Male,White,3.0,4.0,42.0,3.1,Passed,815.263136
497,-0.17,1.22,63.0,Yes,Male,White,5.0,3.0,30.5,2.7,Passed,593.6841965
498,-1.83,0.0,65.0,No,Male,Black,3.0,3.0,28.0,2.9,Failed_or_not_attempted,574.210514
499,-0.21,-0.4,69.0,No,Male,White,5.0,4.0,36.0,3.2,Passed,730.526298
500,-0.56,-0.64,69.0,No,Male,White,4.0,4.0,37.0,3.3,Passed,756.3157709999999
502,1.47,1.19,69.0,No,Female,White,6.0,4.0,36.0,3.6,Passed,770.526298
503,-0.08,0.05,70.0,No,Female,White,4.0,1.0,41.0,3.8,Passed,869.473663
504,0.41,1.24,52.0,Yes,Male,White,4.0,3.0,40.0,3.6,Passed,833.6841900000001
505,-0.92,-0.26,68.0,No,Female,White,3.0,4.0,34.0,3.2,Passed,698.947352
506,-1.26,-1.87,66.0,No,Male,Other,5.0,5.0,31.0,2.6,Failed_or_not_attempted,591.578933
507,0.08,-0.59,69.0,No,Male,White,4.0,3.0,39.0,3.2,Passed,777.894717
508,0.27,0.28,69.0,No,Female,White,4.0,2.0,39.0,3.2,Passed,777.894717
509,0.58,0.97,68.0,No,Male,White,3.0,3.0,29.0,3.3,Passed,629.9999869999999
510,2.02,2.03,69.0,No,Male,White,4.0,4.0,41.0,4.0,Passed,889.473663
512,0.38,0.22,69.0,Yes,Female,White,4.0,4.0,35.0,3.0,Passed,694.736825
513,0.13,-0.12,68.0,No,Female,White,6.0,3.0,40.0,3.3,Passed,803.68419
514,0.11,-0.65,69.0,No,Female,White,3.0,3.0,37.0,3.3,Passed,756.3157709999999
515,-0.4,-0.12,67.0,No,Male,White,4.0,4.0,42.0,3.0,Passed,805.263136
516,0.61,0.82,69.0,No,Female,White,5.0,4.0,38.0,4.0,Passed,842.105244
517,0.17,-0.29,54.0,No,Male,White,1.0,5.0,37.0,2.9,Passed,716.3157709999999
518,0.0,0.0,66.0,No,Female,White,4.0,2.0,36.0,3.6,Passed,770.526298
519,1.6,1.59,67.0,No,Female,White,4.0,4.0,37.0,3.8,Passed,806.3157709999999
520,-0.58,-0.55,54.0,No,Male,White,2.0,3.0,29.0,3.1,Failed_or_not_attempted,609.999987
521,-2.29,-0.79,66.0,No,Female,Black,4.0,3.0,30.0,2.7,Passed,585.78946
522,-0.47,-0.3,68.0,No,Female,Other,6.0,5.0,37.0,3.2,Passed,746.315771
523,-0.42,-0.53,69.0,No,Female,White,3.0,4.0,41.0,2.8,Passed,769.473663
524,1.26,0.64,68.0,No,Male,White,3.0,3.0,36.0,2.6,Passed,670.526298
525,1.81,2.23,66.0,No,Female,White,5.0,4.0,40.0,3.6,Passed,833.6841900000001
526,-0.43,-1.3,69.0,No,Male,White,5.0,4.0,47.0,3.0,Passed,884.210501
527,1.65,0.64,57.0,No,Male,White,6.0,4.0,44.0,2.4,Passed,776.842082
528,1.9,2.09,69.0,No,Female,White,5.0,3.0,36.0,3.9,Passed,800.526298
529,1.06,0.95,60.0,Yes,Female,White,4.0,2.0,32.0,3.7,Passed,717.368406
530,-0.46,-0.49,68.0,No,Female,White,5.0,4.0,33.0,3.1,Passed,673.157879
531,0.0,0.0,53.0,No,Male,White,1.0,3.0,27.0,2.5,Failed_or_not_attempted,518.4210410000001
532,0.62,0.56,68.0,No,Female,White,3.0,3.0,37.0,3.1,Passed,736.315771
533,0.19,0.29,69.0,No,Male,White,4.0,3.0,44.0,3.9,Passed,926.842082
534,0.81,0.71,68.0,No,Female,White,3.0,3.0,38.0,3.7,Passed,812.105244
535,0.1,-0.06,58.0,No,Female,White,5.0,3.0,39.0,3.5,Passed,807.8947169999999
536,0.47,-0.8,68.0,No,Male,White,3.0,4.0,35.3,2.6,Passed,659.4736669
537,-0.9,-1.46,66.0,No,Male,White,6.0,3.0,42.0,3.4,Passed,845.2631359999999
538,-1.18,0.0,66.0,No,Female,Other,3.0,3.0,33.0,2.6,Failed_or_not_attempted,623.157879
539,2.01,1.87,68.0,No,Male,White,5.0,3.0,39.0,2.9,Passed,747.8947169999999
540,-1.11,-1.03,57.0,No,Male,White,3.0,4.0,37.0,3.1,Passed,736.315771
541,-0.32,-1.27,65.0,No,Male,White,3.0,4.0,33.0,2.5,Passed,613.157879
542,-1.4,-1.63,69.0,No,Male,White,3.0,4.0,33.0,2.5,Passed,613.157879
543,0.49,0.38,69.0,No,Female,White,5.0,4.0,41.0,3.0,Passed,789.473663
544,2.28,1.89,67.0,No,Female,White,4.0,3.0,43.0,3.4,Passed,861.052609
545,0.81,0.99,68.0,No,Female,Other,3.0,4.0,38.0,3.6,Passed,802.105244
546,0.16,-0.02,56.0,No,Female,White,4.0,3.0,41.0,3.1,Passed,799.473663
547,-0.53,-0.88,40.0,Yes,Male,White,4.0,3.0,33.0,3.4,Passed,703.157879
548,-1.45,-1.11,69.0,No,Female,Other,4.0,4.0,37.0,2.9,Passed,716.3157709999999
549,-1.46,0.0,66.0,No,Female,Black,4.0,3.0,24.0,2.7,Failed_or_not_attempted,491.052622
550,0.64,0.0,63.0,No,Male,White,6.0,3.0,43.0,3.6,Failed_or_not_attempted,881.052609
551,1.14,1.44,68.0,No,Male,White,4.0,4.0,35.0,3.8,Passed,774.736825
552,2.09,2.36,68.0,No,Male,White,3.0,4.0,40.5,3.2,Passed,801.5789265
553,1.06,0.99,54.0,No,Female,White,4.0,2.0,48.0,3.2,Passed,919.999974
554,-0.68,-0.88,69.0,No,Female,Other,5.0,2.0,32.0,2.9,Passed,637.3684059999999
555,0.0,0.0,68.0,No,Male,White,3.0,4.0,37.0,3.8,Failed_or_not_attempted,806.3157709999999
556,0.45,0.09,68.0,No,Male,White,3.0,3.0,35.0,3.0,Passed,694.736825
557,1.24,0.87,65.0,No,Male,White,5.0,4.0,45.0,3.1,Passed,862.6315549999999
558,1.01,0.66,68.0,No,Female,White,3.0,3.0,41.0,3.0,Passed,789.473663
559,0.12,0.16,69.0,No,Male,White,4.0,4.0,39.0,3.3,Passed,787.8947169999999
560,-0.75,-0.73,66.0,No,Female,White,3.0,3.0,40.0,3.7,Passed,843.6841900000001
561,-0.37,-0.76,67.0,No,Male,White,2.0,4.0,35.5,3.1,Passed,712.6315615
562,0.65,1.17,61.0,No,Female,White,3.0,5.0,47.0,2.9,Failed_or_not_attempted,874.210501
563,-1.86,-1.76,66.0,No,Male,White,6.0,5.0,41.0,3.6,Passed,849.473663
564,-0.17,0.19,67.0,No,Male,White,3.0,4.0,36.0,3.3,Passed,740.526298
565,0.1,0.13,64.0,No,Male,White,3.0,3.0,34.0,2.8,Passed,658.9473519999999
566,-0.02,-0.23,68.0,No,Male,White,3.0,4.0,38.0,3.0,Passed,742.105244
568,-1.71,-1.54,67.0,No,Male,White,3.0,4.0,34.0,2.7,Passed,648.947352
569,0.96,0.56,67.0,No,Female,White,3.0,1.0,24.5,3.7,Passed,598.9473585
570,0.07,0.98,68.0,No,Male,White,2.0,5.0,31.0,3.1,Passed,641.578933
571,-0.1,-0.27,63.0,No,Male,White,2.0,4.0,30.5,2.6,Passed,583.6841965
572,0.18,0.32,69.0,No,Male,White,3.0,3.0,46.0,3.4,Failed_or_not_attempted,908.421028
573,-1.03,-1.15,63.0,Yes,Female,White,3.0,3.0,33.0,3.0,Passed,663.157879
574,-1.57,-1.2,69.0,No,Male,White,4.0,4.0,38.0,3.1,Passed,752.105244
575,0.35,-0.52,63.0,Yes,Male,White,5.0,3.0,41.0,2.8,Passed,769.473663
576,-0.67,-0.82,69.0,No,Female,White,3.0,4.0,36.0,3.2,Passed,730.526298
577,-0.09,-0.24,68.0,No,Female,Black,5.0,2.0,25.0,3.3,Passed,566.842095
578,1.02,0.67,67.0,No,Male,White,4.0,4.0,34.0,3.4,Failed_or_not_attempted,718.9473519999999
